TATION,DATE,TEMP,DEWP,SLP,WDSP,PRCP
42071099999,1975-01-01,11.17,44.0,1015.6,4.5,0.0
42071099999,1975-01-02,6.22,40.1,1020.5,2.7,0.0
42071099999,1975-01-03,8.61,35.6,1020.1,4.5,0.0
42071099999,1975-01-04,11.83,35.0,1022.0,3.0,0.0
42071099999,1975-01-08,10.33,45.2,1016.1,6.7,0.0
42071099999,1975-01-09,11.17,48.8,1017.1,5.8,0.2
42071099999,1975-01-10,12.67,46.7,1016.1,5.2,0.0
42071099999,1975-01-11,9.78,45.0,1015.4,5.0,0.0
42071099999,1975-01-12,8.0,41.6,1016.3,4.8,0.0
42071099999,1975-01-13,7.67,40.7,1018.2,3.3,0.0
42071099999,1975-01-14,11.83,41.5,1018.4,4.3,0.0
42071099999,1975-01-15,12.44,44.6,1017.6,4.4,0.0
42071099999,1975-01-16,10.72,44.6,1018.6,7.0,99.99
42071099999,1975-01-17,12.5,41.0,1018.7,7.3,0.0
42071099999,1975-01-18,10.72,35.2,1019.1,8.7,0.0
42071099999,1975-01-19,10.83,35.9,1018.7,2.7,0.0
42071099999,1975-01-20,10.0,34.2,1018.1,2.9,0.0
42071099999,1975-01-21,10.67,44.6,1016.1,5.3,0.0
42071099999,1975-01-22,10.67,48.2,1015.9,4.6,0.43
42071099999,1975-01-23,10.78,44.2,1020.0,4.0,0.0
42071099999,1975-01-24,11.61,39.9,1021.4,5.4,0.0
42071099999,1975-01-25,10.83,38.9,1023.0,4.9,0.0
42071099999,1975-01-26,11.33,38.0,1021.7,3.3,99.99
42071099999,1975-01-27,13.5,43.4,1021.9,4.3,99.99
42071099999,1975-01-29,13.83,47.0,1018.1,7.0,0.0
42071099999,1975-01-30,12.28,51.2,1017.4,2.8,99.99
42071099999,1975-01-31,12.72,49.5,1015.1,2.6,0.0
42071099999,1975-02-01,9.61,39.2,1017.5,4.7,0.0
42071099999,1975-02-02,12.22,38.5,1017.8,6.4,0.0
42071099999,1975-02-03,10.28,37.7,1014.5,4.0,0.0
42071099999,1975-02-04,10.0,41.7,1014.0,4.2,0.0
42071099999,1975-02-05,12.56,46.9,1015.0,5.2,99.99
42071099999,1975-02-06,13.28,47.6,1016.6,5.6,0.0
42071099999,1975-02-07,14.39,48.6,1018.4,5.1,0.0
42071099999,1975-02-08,15.17,54.5,1016.6,3.8,99.99
42071099999,1975-02-10,13.67,46.4,1013.4,5.8,0.0
42071099999,1975-02-11,12.0,43.7,1015.1,3.1,0.0
42071099999,1975-02-12,15.39,50.0,1010.8,8.2,0.04
42071099999,1975-02-13,12.83,50.6,1006.1,6.0,0.0
42071099999,1975-02-14,12.39,44.2,1014.3,4.6,0.0
42071099999,1975-02-15,11.72,37.9,1019.5,7.0,0.0
42071099999,1975-02-16,8.67,35.6,1020.7,4.9,0.0
42071099999,1975-02-17,11.44,36.4,1020.1,2.8,0.0
42071099999,1975-02-18,11.5,38.5,1018.6,2.8,0.0
42071099999,1975-02-19,12.83,39.2,1018.3,3.7,0.0
42071099999,1975-02-20,12.22,47.1,1020.2,3.6,0.0
42071099999,1975-02-21,14.44,44.6,1019.7,5.2,0.0
42071099999,1975-02-22,15.44,44.9,1019.4,4.0,0.0
42071099999,1975-02-23,15.17,47.6,1018.1,6.5,0.0
42071099999,1975-02-24,14.0,46.7,1016.7,4.0,0.0
42071099999,1975-02-25,17.67,45.3,1014.3,3.6,0.0
42071099999,1975-02-26,16.72,9999.9,1015.2,3.8,0.0
42071099999,1975-02-28,17.22,54.1,1012.8,6.8,0.0
42071099999,1975-03-01,17.17,50.9,1012.9,4.3,0.0
42071099999,1975-03-02,18.0,48.2,1013.4,5.8,0.0
42071099999,1975-03-03,19.44,51.2,1008.8,4.4,0.0
42071099999,1975-03-04,19.39,56.8,1007.4,6.6,0.0
42071099999,1975-03-05,18.56,57.5,1007.2,5.4,99.99
42071099999,1975-03-06,17.33,46.4,1009.3,6.7,0.0
42071099999,1975-03-07,20.5,9999.9,1013.0,999.9,0.0
42071099999,1975-03-10,16.61,53.6,1007.4,11.8,99.99
42071099999,1975-03-11,16.0,51.2,1010.3,3.6,99.99
42071099999,1975-03-12,13.78,46.8,1016.0,7.0,0.0
42071099999,1975-03-13,15.56,48.5,1016.7,7.4,0.0
42071099999,1975-03-14,16.78,41.7,1014.0,6.8,0.0
42071099999,1975-03-15,16.5,47.9,1013.2,5.7,0.0
42071099999,1975-03-16,19.0,9999.9,1011.2,8.4,0.0
42071099999,1975-03-17,19.67,50.6,1012.4,5.7,0.0
42071099999,1975-03-18,19.28,47.8,1014.3,7.2,0.0
42071099999,1975-03-19,19.0,51.3,1012.2,5.1,0.0
42071099999,1975-03-20,23.0,52.5,1012.2,2.6,0.0
42071099999,1975-03-21,21.0,55.0,1007.9,9.2,99.99
42071099999,1975-03-22,20.44,54.9,1009.7,7.0,99.99
42071099999,1975-03-23,16.39,56.1,1013.8,11.8,0.0
42071099999,1975-03-24,17.33,51.1,1014.6,6.3,0.0
42071099999,1975-03-25,13.22,9999.9,1013.9,6.0,0.0
42071099999,1975-03-26,18.72,50.8,1012.8,5.0,0.0
42071099999,1975-03-27,19.83,53.6,1014.7,5.5,0.0
42071099999,1975-03-28,22.5,56.6,1014.4,6.3,0.0
42071099999,1975-03-29,20.61,56.5,1011.6,3.3,0.0
42071099999,1975-03-30,24.28,59.4,1011.3,3.5,0.0
42071099999,1975-03-31,23.0,61.4,1010.0,3.0,0.0
42071099999,1975-04-01,25.0,62.0,1010.1,4.7,0.0
42071099999,1975-04-02,28.22,67.6,1009.0,4.0,0.0
42071099999,1975-04-03,27.17,64.4,1007.8,3.5,0.0
42071099999,1975-04-04,23.0,64.9,1007.2,2.8,0.0
42071099999,1975-04-06,24.0,63.0,1006.9,5.0,0.0
42071099999,1975-04-07,25.22,46.4,1004.8,5.2,0.0
42071099999,1975-04-08,26.39,39.6,1004.5,4.5,0.0
42071099999,1975-04-09,22.5,45.0,1008.0,3.8,0.0
42071099999,1975-04-10,22.0,46.4,1008.9,16.9,0.0
42071099999,1975-04-11,22.5,48.2,1009.1,2.3,0.0
42071099999,1975-04-12,24.61,49.3,1005.6,3.2,0.0
42071099999,1975-04-14,23.28,44.6,1002.9,7.1,0.0
42071099999,1975-04-15,24.22,43.9,1004.1,8.9,0.0
42071099999,1975-04-16,24.39,46.0,1007.6,6.0,0.0
42071099999,1975-04-17,28.0,44.6,1005.9,7.5,0.0
42071099999,1975-04-18,25.0,9999.9,1004.5,1.3,0.0
42071099999,1975-04-19,27.72,55.8,1004.5,7.3,0.0
42071099999,1975-04-20,30.72,55.0,1003.7,7.2,0.0
42071099999,1975-04-21,31.78,53.2,1003.7,7.8,0.0
42071099999,1975-04-23,30.22,62.2,1006.0,5.4,0.0
42071099999,1975-04-24,27.22,64.4,1005.0,7.0,0.0
42071099999,1975-04-25,23.39,61.5,1004.2,9.2,99.99
42071099999,1975-04-26,29.0,59.9,1005.0,12.0,0.0
42071099999,1975-04-27,25.17,59.0,1005.6,11.0,0.0
42071099999,1975-04-28,26.28,58.5,1003.9,4.9,0.0
42071099999,1975-04-29,22.22,56.8,1005.5,5.8,0.0
42071099999,1975-04-30,28.17,58.1,1003.3,5.3,99.99
42071099999,1975-05-02,28.67,56.3,1000.5,5.0,0.0
42071099999,1975-05-03,26.5,55.7,1001.4,13.8,99.99
42071099999,1975-05-04,28.56,56.9,1004.1,1.6,0.0
42071099999,1975-05-05,17.78,9999.9,1004.2,3.1,0.0
42071099999,1975-05-06,27.33,51.2,1006.3,3.7,0.0
42071099999,1975-05-07,29.72,47.0,1004.4,7.0,0.0
42071099999,1975-05-08,31.17,52.7,1000.7,6.6,0.0
42071099999,1975-05-09,31.22,55.4,999.1,5.0,0.0
42071099999,1975-05-10,29.17,58.4,1000.9,3.0,0.0
42071099999,1975-05-11,36.0,55.0,1000.0,5.4,0.0
42071099999,1975-05-12,33.83,53.9,998.4,6.2,0.0
42071099999,1975-05-13,34.33,57.5,997.0,3.7,0.0
42071099999,1975-05-14,36.0,61.6,996.1,3.0,0.0
42071099999,1975-05-15,33.61,63.3,995.8,6.2,0.0
42071099999,1975-05-16,31.0,63.1,997.7,12.0,0.0
42071099999,1975-05-17,27.0,64.8,1002.3,5.3,0.0
42071099999,1975-05-18,30.0,56.5,1002.4,9.0,0.0
42071099999,1975-05-20,32.72,50.4,998.1,999.9,99.99
42071099999,1975-05-23,25.0,56.5,1000.6,2.4,0.0
42071099999,1975-05-24,31.39,55.0,1000.5,5.7,0.0
42071099999,1975-05-26,32.0,64.4,1002.5,4.4,0.0
42071099999,1975-05-27,32.39,64.0,1000.9,1.8,0.0
42071099999,1975-05-29,35.28,57.2,998.5,4.0,0.0
42071099999,1975-05-30,33.83,57.2,997.1,5.1,0.0
42071099999,1975-06-01,28.33,65.6,997.5,9.5,99.99
42071099999,1975-06-02,28.17,64.1,999.0,6.2,0.0
42071099999,1975-06-03,29.0,65.6,999.4,3.1,0.0
42071099999,1975-06-04,31.22,62.2,1000.5,20.6,0.0
42071099999,1975-06-05,30.28,63.9,999.7,7.0,0.0
42071099999,1975-06-06,33.0,63.7,994.1,4.7,0.0
42071099999,1975-06-07,29.83,63.9,993.9,3.3,0.0
42071099999,1975-06-08,30.33,64.4,996.0,5.2,0.0
42071099999,1975-06-09,31.28,60.6,997.0,3.4,0.0
42071099999,1975-06-10,30.28,61.2,999.6,5.7,0.0
42071099999,1975-06-12,34.33,59.0,998.1,7.0,0.0
42071099999,1975-06-13,34.44,57.2,995.4,6.6,0.0
42071099999,1975-06-14,34.33,59.3,993.4,3.0,0.0
42071099999,1975-06-15,34.67,58.1,992.4,5.7,0.0
42071099999,1975-06-16,40.22,59.9,991.7,8.3,0.0
42071099999,1975-06-17,34.83,67.1,992.9,4.0,99.99
42071099999,1975-06-18,37.0,67.7,991.7,3.0,0.0
42071099999,1975-06-19,32.72,72.6,994.1,8.9,99.99
42071099999,1975-06-20,28.0,74.1,998.2,2.0,0.04
42071099999,1975-06-21,31.0,74.3,996.8,6.0,0.0
42071099999,1975-06-22,31.44,73.1,997.6,5.0,0.0
42071099999,1975-06-23,30.17,71.6,999.0,0.8,0.0
42071099999,1975-06-24,33.78,68.4,995.5,7.4,0.0
42071099999,1975-06-25,36.28,9999.9,991.5,3.5,0.0
42071099999,1975-06-26,37.28,74.3,993.8,3.0,0.0
42071099999,1975-06-27,35.39,75.2,996.8,9.5,0.0
42071099999,1975-06-28,27.0,75.6,996.4,11.8,99.99
42071099999,1975-06-29,26.17,73.1,999.6,2.5,99.99
42071099999,1975-06-30,29.83,72.9,997.5,1.1,99.99
42071099999,1975-07-01,30.22,68.7,997.3,3.4,0.0
42071099999,1975-07-02,32.5,70.2,1000.2,2.0,0.0
42071099999,1975-07-03,31.28,9999.9,1000.2,999.9,0.0
42071099999,1975-07-04,32.78,77.4,996.8,4.6,0.0
42071099999,1975-07-05,29.83,75.9,1000.3,5.4,0.0
42071099999,1975-07-06,32.72,75.5,996.6,2.8,0.0
42071099999,1975-07-07,31.61,74.8,994.4,4.8,0.04
42071099999,1975-07-09,30.61,77.0,996.5,2.8,0.0
42071099999,1975-07-10,33.17,76.1,995.3,1.3,0.0
42071099999,1975-07-11,32.83,77.0,995.8,4.7,0.0
42071099999,1975-07-12,29.78,79.0,996.5,6.7,99.99
42071099999,1975-07-13,27.56,78.0,999.6,4.0,1.22
42071099999,1975-07-14,28.67,78.2,998.5,4.3,99.99
42071099999,1975-07-15,28.78,78.8,996.3,7.0,99.99
42071099999,1975-07-16,25.67,75.6,995.3,7.3,99.99
42071099999,1975-07-17,30.5,77.6,996.1,2.6,0.0
42071099999,1975-07-18,31.67,79.1,996.5,1.8,0.0
42071099999,1975-07-19,30.0,78.5,998.9,6.8,0.0
42071099999,1975-07-22,23.67,74.0,1000.0,7.0,0.2
42071099999,1975-07-23,26.17,74.4,1001.8,6.2,99.99
42071099999,1975-07-24,31.22,77.9,1001.9,999.9,99.99
42071099999,1975-07-25,31.0,80.3,999.3,1.1,0.0
42071099999,1975-07-26,32.22,79.7,995.8,999.9,0.0
42071099999,1975-07-27,32.22,80.2,994.9,2.1,0.0
42071099999,1975-07-28,24.11,74.5,998.8,3.6,1.14
42071099999,1975-07-29,27.61,77.4,1000.9,0.0,0.0
42071099999,1975-07-30,30.56,78.3,1000.8,0.4,0.0
42071099999,1975-07-31,31.39,80.6,999.2,1.6,0.0
42071099999,1975-08-01,31.0,81.5,997.2,3.7,0.0
42071099999,1975-08-02,30.61,81.3,996.0,7.6,0.0
42071099999,1975-08-03,26.33,76.7,996.2,6.4,99.99
42071099999,1975-08-04,29.0,76.7,997.4,3.7,0.0
42071099999,1975-08-05,29.0,76.6,998.2,3.4,0.0
42071099999,1975-08-06,30.17,77.0,1000.5,7.0,0.0
42071099999,1975-08-07,30.72,77.6,998.0,0.4,0.0
42071099999,1975-08-08,32.17,73.4,994.8,1.5,0.0
42071099999,1975-08-09,32.44,78.0,994.4,1.9,99.99
42071099999,1975-08-10,34.0,79.3,996.0,1.9,0.0
42071099999,1975-08-11,32.0,81.0,995.9,6.2,0.0
42071099999,1975-08-12,25.39,76.3,997.4,8.2,1.14
42071099999,1975-08-15,27.28,77.4,998.8,4.5,99.99
42071099999,1975-08-16,30.5,78.5,1000.2,2.7,0.0
42071099999,1975-08-17,31.33,80.2,1002.1,1.7,99.99
42071099999,1975-08-18,32.17,79.8,1001.0,2.6,0.0
42071099999,1975-08-19,30.33,79.4,999.6,2.7,99.99
42071099999,1975-08-20,26.83,78.5,1001.6,4.0,0.0
42071099999,1975-08-21,27.78,78.1,999.9,2.1,99.99
42071099999,1975-08-22,24.78,72.0,1000.6,3.0,0.0
42071099999,1975-08-23,26.5,74.9,999.8,1.5,0.0
42071099999,1975-08-24,28.5,75.7,1000.6,0.7,0.0
42071099999,1975-08-25,30.0,64.4,1001.6,1.0,0.0
42071099999,1975-08-26,30.83,77.6,1000.6,0.0,0.0
42071099999,1975-08-27,31.83,78.5,999.8,1.6,0.0
42071099999,1975-08-28,25.33,74.6,1003.2,7.5,1.06
42071099999,1975-08-29,26.83,73.4,1003.6,3.0,99.99
42071099999,1975-08-30,29.28,77.3,1001.9,2.5,0.0
42071099999,1975-08-31,29.17,77.4,1002.3,1.8,0.0
42071099999,1975-09-01,30.5,79.7,1000.5,1.8,0.0
42071099999,1975-09-02,27.61,77.7,1002.2,4.8,99.99
42071099999,1975-09-03,30.72,9999.9,1001.0,1.2,0.0
42071099999,1975-09-05,26.61,78.4,1000.2,2.0,0.0
42071099999,1975-09-06,26.22,76.1,998.6,2.5,99.99
42071099999,1975-09-07,27.0,75.9,1000.1,3.2,99.99
42071099999,1975-09-08,28.17,75.9,1001.6,3.7,0.0
42071099999,1975-09-09,28.0,76.3,1002.4,2.8,99.99
42071099999,1975-09-10,23.72,73.9,1004.2,5.5,0.71
42071099999,1975-09-11,27.5,74.8,9999.9,1.2,0.0
42071099999,1975-09-12,28.78,76.6,1005.3,0.2,0.0
42071099999,1975-09-13,29.17,77.0,1004.1,0.3,0.0
42071099999,1975-09-14,27.83,75.2,1004.0,5.3,0.0
42071099999,1975-09-15,26.67,74.3,1004.8,4.8,0.04
42071099999,1975-09-17,29.83,74.1,1006.8,2.1,0.0
42071099999,1975-09-18,29.61,75.2,1003.7,2.6,0.0
42071099999,1975-09-19,29.22,76.6,1004.0,2.8,0.0
42071099999,1975-09-20,26.17,72.7,1003.2,2.1,0.0
42071099999,1975-09-21,29.0,74.8,1005.6,0.5,0.0
42071099999,1975-09-22,28.5,71.2,1006.6,2.3,0.0
42071099999,1975-09-23,28.83,71.0,1004.4,4.0,0.0
42071099999,1975-09-24,27.22,70.2,1002.7,1.0,0.0
42071099999,1975-09-25,27.33,69.2,1003.5,999.9,0.0
42071099999,1975-09-26,27.0,69.8,1004.5,0.8,0.0
42071099999,1975-09-27,27.67,71.9,1004.0,0.8,0.0
42071099999,1975-09-28,25.17,68.9,1006.3,1.7,0.0
42071099999,1975-09-29,27.83,67.6,1006.0,1.8,0.0
42071099999,1975-09-30,27.22,67.3,1005.5,1.6,0.0
42071099999,1975-10-01,26.5,68.9,1004.6,0.7,0.0
42071099999,1975-10-02,28.22,71.2,1003.5,999.9,0.0
42071099999,1975-10-03,28.67,69.8,1002.0,0.8,0.0
42071099999,1975-10-04,30.33,70.1,1003.4,1.6,0.0
42071099999,1975-10-05,27.56,68.5,1003.8,3.1,0.0
42071099999,1975-10-06,28.44,72.6,1005.2,1.1,0.0
42071099999,1975-10-07,26.83,71.6,1006.2,2.6,0.0
42071099999,1975-10-08,27.83,70.3,1003.9,1.4,0.0
42071099999,1975-10-09,28.67,71.0,1002.0,0.6,0.0
42071099999,1975-10-10,25.5,67.6,9999.9,1.7,0.0
42071099999,1975-10-11,26.83,67.7,1003.4,3.1,0.0
42071099999,1975-10-12,26.28,66.7,1006.7,0.8,0.0
42071099999,1975-10-13,20.72,65.3,1008.1,1.0,0.0
42071099999,1975-10-15,24.5,9999.9,9999.9,1.7,0.0
42071099999,1975-10-16,26.67,64.1,1009.4,1.5,0.0
42071099999,1975-10-17,25.17,61.5,1008.4,0.8,0.0
42071099999,1975-10-18,23.0,63.2,1007.0,2.8,0.0
42071099999,1975-10-19,22.33,63.8,1007.6,1.2,0.0
42071099999,1975-10-20,21.5,60.5,1008.3,1.4,0.0
42071099999,1975-10-21,24.22,55.8,1007.7,1.4,0.0
42071099999,1975-10-22,20.78,57.6,1010.8,2.2,0.0
42071099999,1975-10-23,20.17,51.3,1009.0,3.7,0.0
42071099999,1975-10-24,20.67,54.3,1009.4,1.8,0.0
42071099999,1975-10-25,18.5,57.9,1011.2,2.0,0.0
42071099999,1975-10-26,21.28,53.6,1011.8,999.9,99.99
42071099999,1975-10-27,20.61,54.5,1014.3,2.0,0.0
42071099999,1975-10-29,21.28,55.4,1012.6,0.7,0.0
42071099999,1975-10-30,19.28,53.3,1010.5,1.0,0.0
42071099999,1975-10-31,21.78,56.3,1011.9,0.6,0.0
42071099999,1975-11-01,19.56,55.4,1014.3,0.8,0.0
42071099999,1975-11-02,18.5,53.1,1013.6,1.5,0.0
42071099999,1975-11-03,18.39,51.5,1012.4,3.5,0.0
42071099999,1975-11-04,20.0,51.5,1011.6,2.0,0.0
42071099999,1975-11-05,19.0,54.7,1011.9,1.4,0.0
42071099999,1975-11-06,20.5,55.1,1012.6,2.0,0.0
42071099999,1975-11-07,21.39,57.9,1011.2,1.5,0.0
42071099999,1975-11-08,17.78,51.3,1012.8,1.8,0.0
42071099999,1975-11-09,18.39,45.7,1013.7,1.9,0.0
42071099999,1975-11-10,15.83,45.4,1014.9,3.2,0.0
42071099999,1975-11-11,13.83,43.2,1015.4,2.8,0.0
42071099999,1975-11-12,15.83,42.5,1014.4,5.0,0.0
42071099999,1975-11-13,15.78,43.2,1013.9,3.7,0.0
42071099999,1975-11-14,14.5,46.4,1012.8,2.6,0.0
42071099999,1975-11-15,15.33,47.9,1011.8,1.3,0.0
42071099999,1975-11-16,12.67,47.3,1014.6,1.9,0.0
42071099999,1975-11-17,15.17,44.9,1015.4,3.1,0.0
42071099999,1975-11-18,12.33,41.6,1018.4,1.9,0.0
42071099999,1975-11-19,13.56,40.7,1018.3,2.4,0.0
42071099999,1975-11-20,14.0,38.9,1018.4,2.6,0.0
42071099999,1975-11-21,12.83,40.5,1019.2,2.4,0.0
42071099999,1975-11-22,13.5,42.1,1018.6,2.1,0.0
42071099999,1975-11-23,13.17,43.6,1018.7,1.1,0.0
42071099999,1975-11-24,14.0,43.7,1018.6,2.6,0.0
42071099999,1975-11-25,13.5,46.8,1018.2,2.0,0.0
42071099999,1975-11-26,13.5,44.9,1019.2,1.6,0.0
42071099999,1975-11-27,11.72,40.5,1017.2,1.9,99.99
42071099999,1975-11-28,10.89,40.5,1014.7,1.7,0.0
42071099999,1975-11-29,12.17,40.7,1013.1,2.2,0.0
42071099999,1975-11-30,14.17,45.4,1013.2,1.6,0.0
42071099999,1975-12-01,15.39,47.5,1015.0,2.8,0.0
42071099999,1975-12-02,14.0,46.1,1015.0,2.1,0.0
42071099999,1975-12-03,13.72,45.4,1014.4,1.2,0.0
42071099999,1975-12-04,15.0,9999.9,1016.4,1.7,0.0
42071099999,1975-12-05,15.5,46.4,1014.4,1.3,0.0
42071099999,1975-12-07,15.0,37.0,1013.2,6.8,0.0
42071099999,1975-12-08,9.78,33.8,1011.6,3.0,0.0
42071099999,1975-12-09,12.78,36.0,1013.5,1.7,0.0
42071099999,1975-12-10,11.61,34.9,1015.3,3.5,0.0
42071099999,1975-12-11,11.78,9999.9,1015.7,2.2,0.0
42071099999,1975-12-12,11.22,37.0,1014.2,1.2,0.0
42071099999,1975-12-13,13.0,38.3,1013.4,1.3,99.99
42071099999,1975-12-14,10.17,40.1,1016.0,1.0,0.0
42071099999,1975-12-15,11.78,38.8,1018.2,1.0,0.0
42071099999,1975-12-16,11.0,39.2,1018.8,3.0,0.0
42071099999,1975-12-17,12.22,41.0,1019.4,999.9,0.0
42071099999,1975-12-18,10.5,40.1,1019.9,2.5,0.0
42071099999,1975-12-19,10.61,38.1,1020.8,1.2,0.0
42071099999,1975-12-20,11.72,37.4,1022.3,1.7,0.0
42071099999,1975-12-21,11.5,38.3,1022.2,3.7,0.0
42071099999,1975-12-22,13.0,40.1,1017.8,3.5,0.0
42071099999,1975-12-23,12.0,9999.9,1017.1,999.9,0.0
42071099999,1975-12-24,12.61,42.8,1018.3,0.6,0.0
42071099999,1975-12-25,12.67,47.3,1017.6,3.0,0.0
42071099999,1975-12-26,11.22,46.4,1019.3,1.7,0.0
42071099999,1975-12-27,13.78,48.2,1018.4,1.4,0.0
42071099999,1975-12-28,10.0,43.2,1019.3,2.1,0.0
42071099999,1975-12-29,11.56,46.4,1018.3,2.4,0.0
42071099999,1975-12-30,11.78,45.0,9999.9,1.9,0.0
42071099999,1975-12-31,11.78,46.0,1018.3,1.2,0.0
42071099999,1976-01-01,14.22,49.3,1018.6,0.4,0.0
42071099999,1976-01-02,11.0,47.1,1015.7,3.6,0.0
42071099999,1976-01-03,12.17,42.8,1015.1,3.5,0.0
42071099999,1976-01-04,11.0,38.3,1017.7,2.9,0.0
42071099999,1976-01-05,9.61,37.0,1019.1,1.0,99.99
42071099999,1976-01-06,13.5,34.7,9999.9,3.9,0.0
42071099999,1976-01-07,9.83,37.1,1016.0,1.1,0.0
42071099999,1976-01-08,13.22,42.8,1017.5,3.0,0.0
42071099999,1976-01-09,9.56,40.7,1017.0,0.8,0.0
42071099999,1976-01-10,10.28,40.0,1018.2,1.6,0.0
42071099999,1976-01-11,13.39,44.2,1019.6,0.2,0.0
42071099999,1976-01-12,10.0,48.2,1017.6,3.8,99.99
42071099999,1976-01-13,12.44,51.2,1017.4,6.7,0.0
42071099999,1976-01-14,14.0,54.1,1019.8,0.7,0.0
42071099999,1976-01-15,13.17,51.0,1017.7,2.0,0.0
42071099999,1976-01-16,12.67,50.9,1015.2,2.8,0.0
42071099999,1976-01-18,15.28,43.7,1015.8,4.5,0.0
42071099999,1976-01-19,11.44,40.7,1019.0,2.7,0.0
42071099999,1976-01-20,11.28,40.7,1018.6,4.2,0.0
42071099999,1976-01-21,12.83,39.5,1017.9,4.3,0.0
42071099999,1976-01-22,11.78,42.3,1020.0,2.2,0.0
42071099999,1976-01-23,13.0,47.8,1019.1,4.0,99.99
42071099999,1976-01-24,13.22,50.7,1018.6,4.8,0.0
42071099999,1976-01-26,13.67,52.4,1014.9,7.3,99.99
42071099999,1976-01-27,15.17,54.2,1013.3,13.0,99.99
42071099999,1976-01-28,11.22,44.8,1019.5,6.7,0.0
42071099999,1976-01-29,10.78,43.9,1020.1,4.8,0.0
42071099999,1976-01-30,14.56,48.5,1018.7,2.6,99.99
42071099999,1976-01-31,12.0,52.5,1016.9,7.3,0.08
42071099999,1976-02-01,13.0,51.4,1017.5,4.8,0.0
42071099999,1976-02-03,13.17,49.2,1012.3,2.1,0.0
42071099999,1976-02-04,12.39,47.8,1013.8,3.2,0.0
42071099999,1976-02-05,14.39,45.7,1014.7,8.8,0.0
42071099999,1976-02-06,13.72,45.9,1015.6,4.1,0.0
42071099999,1976-02-07,16.44,49.5,1015.3,4.4,0.0
42071099999,1976-02-09,15.83,50.0,1016.5,3.3,0.0
42071099999,1976-02-10,15.11,47.5,1015.3,4.7,0.0
42071099999,1976-02-11,14.44,49.7,1016.1,4.1,0.0
42071099999,1976-02-13,14.44,53.0,1016.1,4.8,99.99
42071099999,1976-02-14,15.83,54.9,1010.4,5.1,0.0
42071099999,1976-02-15,16.5,56.3,1008.4,11.0,99.99
42071099999,1976-02-16,15.0,54.0,1013.7,4.4,0.0
42071099999,1976-02-17,14.78,55.0,9999.9,6.5,0.12
42071099999,1976-02-18,15.44,55.1,1016.5,5.5,99.99
42071099999,1976-02-19,12.0,51.4,1018.5,5.8,0.0
42071099999,1976-02-20,13.33,44.6,1020.0,9.5,0.0
42071099999,1976-02-21,12.22,44.2,1017.4,7.0,0.0
42071099999,1976-02-22,13.5,44.9,1015.0,5.0,0.0
42071099999,1976-02-23,15.0,47.6,1015.6,6.3,0.0
42071099999,1976-02-24,16.17,50.5,1011.8,3.6,0.0
42071099999,1976-02-25,14.0,54.7,1007.0,8.4,0.12
42071099999,1976-02-26,11.39,46.4,1009.8,6.4,0.0
42071099999,1976-02-27,10.0,38.8,1018.2,5.6,0.0
42071099999,1976-02-28,10.61,37.8,1019.7,8.4,0.0
42071099999,1976-02-29,12.72,37.7,1014.8,9.2,0.0
42071099999,1976-03-01,17.0,45.7,1011.1,5.8,0.0
42071099999,1976-03-02,14.61,49.3,1011.2,6.4,0.0
42071099999,1976-03-03,17.78,56.1,1010.3,2.6,99.99
42071099999,1976-03-05,18.39,52.5,1009.5,15.0,0.0
42071099999,1976-03-06,18.33,42.8,1009.3,2.3,0.0
42071099999,1976-03-07,17.28,45.9,1010.3,3.2,0.0
42071099999,1976-03-08,19.17,50.4,1007.3,7.2,99.99
42071099999,1976-03-09,19.17,53.6,1010.1,7.2,0.0
42071099999,1976-03-10,15.56,49.1,1013.0,5.7,0.0
42071099999,1976-03-11,14.78,46.9,1011.5,4.8,0.0
42071099999,1976-03-12,20.0,47.8,1011.8,4.7,0.0
42071099999,1976-03-13,13.0,9999.9,1012.3,7.3,0.0
42071099999,1976-03-14,14.22,49.6,1015.8,2.8,0.0
42071099999,1976-03-15,14.17,56.2,1014.3,4.0,0.16
42071099999,1976-03-16,14.67,56.3,1012.0,3.7,0.2
42071099999,1976-03-17,19.0,57.2,1013.0,3.7,0.0
42071099999,1976-03-20,18.39,56.3,1012.3,3.6,99.99
42071099999,1976-03-21,18.44,54.6,1012.1,5.3,0.0
42071099999,1976-03-22,20.0,51.4,1012.6,3.6,0.0
42071099999,1976-03-23,20.0,51.8,1010.6,3.7,0.0
42071099999,1976-03-24,19.72,53.6,1011.6,7.2,0.0
42071099999,1976-03-25,19.67,53.9,1012.5,5.0,0.0
42071099999,1976-03-26,18.78,56.5,1012.5,11.1,99.99
42071099999,1976-03-27,23.5,58.7,1009.4,3.5,0.0
42071099999,1976-03-28,20.72,9999.9,1011.3,3.5,0.0
42071099999,1976-03-29,19.28,56.0,1010.7,5.4,99.99
42071099999,1976-03-30,20.67,57.2,1012.2,2.8,0.0
42071099999,1976-03-31,19.39,51.1,1012.6,5.2,0.0
42071099999,1976-04-01,17.5,52.3,1014.6,3.0,0.0
42071099999,1976-04-02,20.83,48.9,1013.2,5.0,0.0
42071099999,1976-04-03,19.5,53.2,1012.9,3.0,0.0
42071099999,1976-04-04,18.28,56.4,1011.8,4.5,99.99
42071099999,1976-04-05,20.83,53.0,1011.9,7.0,99.99
42071099999,1976-04-06,19.61,54.7,1014.6,6.8,0.0
